"LANGUAGE","Čeština","Language name (in native language).  This means the NAME OF THE LANGUAGE BEING TRANSLATED INTO, and should NOT be a translation of the word 'English'"
"WHATSNEW_L1","Tato zpráva je pouze pro informaci, že mod byl aktualizován.",""
"WHATSNEW_L2","Pro podrobný seznam změn navštivte Steam Workshop nebo GitHub.",""
"WHATSNEW_L3","Děkujeme za vaše používání a podporu!",""
"MOD_DESCRIPTION","Říděte vozidla ve vašem vlastním městě!",""
"SETTINGS_GROUP_GENERAL","Obecná nastavení",""
"SETTINGS_GROUP_VEHICLE","Nastavení vozidla",""
"SETTINGS_GROUP_CAMERA","Nastavení kamery",""
"SETTINGS_GROUP_GAME","Nastavení hratelnosti",""
"SETTINGS_GROUP_KEYS","Klávesové zkratky",""
"SETTINGS_MAXVELOCITY","Maximální rychlost",""
"SETTINGS_ENGINEPOWER","Engine Power",""
"SETTINGS_BRAKINGFORCE","Braking Force",""
"SETTINGS_BRAKINGABS","ABS",""
"SETTINGS_DOWNFORCE","Přítlačná síla",""
"SETTINGS_DRIVEBIAS","Rozdělení pohonu",""
"SETTINGS_DRIVEBIAS_DETAIL","Určuje, zda je vozidlo s předním, zadním nebo čtyřkolovým pohonem.
0 = plný přední pohon; 1 = plný zadní pohon.
Hodnota mezi těmito dvěma udává poměr rozdělení výkonu přední a zadní nápravy u 4WD.",""
"SETTINGS_BRAKEBIAS","Rozdělení brzdění",""
"SETTINGS_BRAKEBIAS_DETAIL","Rozdělení brzdné síly mezi přední a zadní kola.
0 = plné brzdění předními koly, 1 = plné brzdění zadními koly.",""
"SETTINGS_GRIPOVERMATCH","Překročení přilnavosti",""
"SETTINGS_GRIPCOEFFS","Statický koeficient přilnavosti",""
"SETTINGS_GRIPCOEFFK","Kinetický koeficient přilnavosti",""
"SETTINGS_SPRINGDAMP","Tlumič pružiny",""
"SETTINGS_SPRINGOFFSET","Předvolený posun pružiny",""
"SETTINGS_MASSFACTOR","Faktor hmotnosti",""
"SETTINGS_MASSCENTERHEIGHT","Výška těžiště",""
"SETTINGS_MASSCENTERBIAS","Posun těžiště",""
"SETTINGS_BUILDINGCOLLISION","Kolize s budovami",""
"SETTINGS_VEHICLECOLLISION","Kolize s vozidly",""
"SETTINGS_UNDERGROUNDRENDERING","Vykreslování podzemních silnic",""
"SETTINGS_UNDERGROUNDRENDERING_DETAIL","Vykreslujte podzemní silnice bez textur tunelů, podobně jako původní silnice, pro snazší řízení.
Tuto možnost vypněte, pokud způsobuje konflikty s existujícími tunely nebo vizuální problémy.",""
"SETTINGS_OFFSET","Posun kamery",""
"SETTINGS_KEYUUITOGGLE","Přepnout hlavní panel (vyžaduje mod UUI)",""
"SETTINGS_KEYLIGHTTOGGLE","Přepnout přední světla",""
"SETTINGS_KEYSIRENTOGGLE","Přepnout sirénu pro speciální vozidla",""
"SETTINGS_KEYUNSTUCK","Odstranění zaseknutí",""
"SETTINGS_RESETBTN","Obnovit nastavení",""
"MAINPANELBTN_TOOLTIP","IOperateIt Revisited",""
"DRIVEBTN_TOOLTIP","Začít řídit",""
"SPAWNBTN_TEXT","Vytvořit vozidlo",""
"MODSETTINGSBTN_TEXT","Nastavení modu",""
"ROAD_SELECT","Vyberte úsek silnice, abyste mohli začít řídit",""
"DRIVINGMODE","Režim řízení",""
